entity_name,state,entity_type,individuals_affected,breach_date,breach_type,breach_location,business_associate,description,source,entity_type_raw,breach_type_raw,state_raw,breach_location_raw,year,month,quarter,day_of_week,year_month,severity,log_individuals,is_estimated,quality_flag
"Anthem, Inc.",IN,Other,5505.0,2021-10-27,Theft,Portable Device,Yes,"The covered entity (CE), Anthem, Inc., reported that an external back-up device and claims folder containing the protected health information (PHI) of 5,505 individuals were stolen from its business associate’s office.  The PHI involved included names, addresses, dates of birth, Social Security numbers, and claims information. The CE notified HHS, affected individuals, and the media.  In response to the breach, the BA implemented additional physical and technical safeguards to better protect sensitive data.",archive,Business Associate,Theft,IN,"Other Portable Electronic Device, Paper/Films",2021,10,2021Q4,Wednesday,2021-10,Medium,8.613593685702552,False,
"Stronghold Counseling Services, Inc.",SD,Other,8500.0,2013-02-21,Theft,Desktop,No,"OCR opened an investigation of the covered entity (CE), Stronghold Counseling Services, after it reported that a desktop computer was missing from its facility.  The computer contained protected health information (PHI) on appointments, client insurance, payments, and demographics, including social security numbers, as well as some client letters and reports.  The breach affected 8,500 individuals.  The CE provided breach notification to HHS, affected individuals, and the media.  Following the breach, the CE revised its procedures for encryption and implemented a risk analysis/risk management process.  OCR provided technical assistance to the CE regarding the risk analysis and risk management requirements of the Security Rule and the requirements of the Breach Notification Rule.  ",archive,Healthcare Provider,Theft,SD,Desktop Computer,2013,2,2013Q1,Thursday,2013-02,Medium,9.04793908261736,False,
Doctors Community Medical Center,MD,Other,18481.0,2020-04-13,Hacking/IT Incident,Email,No,"The covered entity (CE), Doctors Community Medical Center, reported that numerous employees were the victims of an email phishing scheme that affected the electronic protected health information (ePHI) of 18,481 individuals.  The ePHI involved included names, dates of birth, drivers’ license numbers, addresses, Social Security numbers, claims and financial information, diagnoses, lab results, medications prescribed, and other treatment information.  The CE notified HHS, affected individuals, and the media.",archive,Healthcare Provider,Hacking/IT Incident,MD,Email,2020,4,2020Q2,Monday,2020-04,High,9.824552564447986,False,
Tri Century Eye Care PC,PA,Other,200000.0,2025-10-31,Hacking/IT Incident,Network Server,No,,under_investigation,Healthcare Provider,Hacking/IT Incident,PA,Network Server,2025,10,2025Q4,Friday,2025-10,Critical,12.206077645517674,True,
Temple Physicians Inc.,PA,Other,694.0,2014-01-13,Loss,Paper/Films,No,,archive,Healthcare Provider,"Loss, Theft",PA,Paper/Films,2014,1,2014Q1,Monday,2014-01,Low,6.543911845564792,False,
"CEMEX, Inc.",TX,Other,880.0,2015-04-27,Hacking/IT Incident,Network Server,Yes,"Blue Cross and Blue Shield of Texas, a business associate (BA) of CEMEX, Inc., the covered entity (CE), stored the CE’s electronic protected health information (ePHI) on computer servers belonging to its parent corporation, Anthem, Inc.  Anthem experienced a series of cyberattacks which exposed the electronic protected health information (ePHI) of almost 79 million people, affecting 880 individuals who received health insurance from the CE.  The ePHI involved included names, social security numbers, medical identification numbers, addresses, dates of birth, email addresses, and employment information. OCR reviewed the BA agreement and determined that it appeared to comply with the requirements of the HIPAA Privacy and Security Rules. OCR opened a separate review of Anthem, which resulted in Anthem agreeing to pay a monetary settlement and undertaking a robust corrective action plan to comply with the HIPAA Rules.",archive,Health Plan,Hacking/IT Incident,TX,Network Server,2015,4,2015Q2,Monday,2015-04,Low,6.78105762593618,False,
Western Montana Clinic PC,MT,Other,8255.0,2025-08-01,Hacking/IT Incident,Email,No,,under_investigation,Healthcare Provider,Hacking/IT Incident,MT,Email,2025,8,2025Q3,Friday,2025-08,Medium,9.018695487721343,False,
"Agency for Community Treatment Services, Inc.",FL,Other,73825.0,2020-12-22,Hacking/IT Incident,Network Server,No,"The covered entity (CE), Agency for Community Treatment Services, reported that it experienced a cyber-attack that compromised the protected health information (PHI) of 73,825 individuals. The PHI involved included names, dates of birth, Social Security numbers, financial and health insurance information, and other treatment information. The CE notified HHS, affected individuals, the media, and provided substitute notice. In its mitigation efforts, the CE implemented additional administrative, technical, and security safeguards to better protect its PHI. Further, the CE provided additional training to its workforce regarding best practices for HIPAA privacy and security and the use of the CE’s network systems.",archive,Healthcare Provider,Hacking/IT Incident,FL,Network Server,2020,12,2020Q4,Tuesday,2020-12,High,11.209466252067283,False,
"Community Dental Care, Inc.  ",MN,Other,134903.0,2025-03-28,Hacking/IT Incident,Network Server,No,,under_investigation,Healthcare Provider,Hacking/IT Incident,MN,Network Server,2025,3,2025Q1,Friday,2025-03,Critical,11.81231869335002,False,
Memorial Healthcare System,FL,Other,1782.0,2014-10-30,Unauthorized Access/Disclosure,Email,No,\N,archive,Healthcare Provider,Unauthorized Access/Disclosure,FL,Email,2014,10,2014Q4,Thursday,2014-10,Medium,7.48605261786314,False,
